Date	TimeOfDay	Type	SubType	Distance	DistanceUnit	Duration	Weight	WeightUnit	RestHR	AvgHR	MaxHR	Sleep	Calories	Quality	Effort	Weather	Temperature	TempUnit	Notes	Course	CourseSurface	CourseNotes	ShoeMake	ShoeModel	Size	System	ShoeSerial	ShoePrice	OverallPlace	FieldSize	GroupMinAge	GroupMaxAge	GroupPlace	GroupSize	GenderPlace	GenderSize	
2019-07-02	7:40 AM	Run	Easy	1.56	Mile	0:11:02													Warmup for the workout.				adidas	Boston 7	9.00	US/Canada		90.00								
2019-07-02	8:09 AM	Run	Fartlek	5.49	Mile	0:35:14													4 x 1'-2'-3' on, 1' off<br><br>0.17 (5:57)<br>0.33 (6:06)<br>0.50 (6:03)<br>0.16 (6:18)<br>0.34 (5:55)<br>0.49 (6:08)<br>0.17 (5:54)<br>0.32 (6:18)<br>0.49 (6:08)<br>0.17 (5:57)<br>0.35 (5:44)<br>0.49 (6:09)<br><br>3.98 miles at 6:02 pace				adidas	Boston 7	9.00	US/Canada		90.00								
2019-07-02	8:52 AM	Run	Hill	0.86	Mile	0:6:29													3 x Cascades Hill, very rough<br><br>65/67/69				adidas	Boston 7	9.00	US/Canada		90.00								
2019-07-02	9:01 AM	Run	Easy	1.00	Mile	0:7:45													Cooldown after the workout.<br><br>This was my first disappointing workout of the summer I would say. It's ambitious to think I can keep upping the fartlek and hill repeats, but I kept doing it without a problem. I thought by making the fartlek reps easier, and going slower, would help me feel good for the hills, but I blew up on the third one, barely making it to the sign at the top.<br><br>I'd say doing my long run at 8 pm, which I felt great on, and then running 12 hours later too fast with the group, that's what got me. I should have taken Monday slow on my own, knowing that running that soon after 14 miles was bound to hurt me. <br><br>Whatever the case may be, while this was disappointing, it's not a step back. I just need a few days to re calibrate my legs and get into a good groove again. I still want to hit 70 miles, even if it's my slowest week yet. I think the pain now will only help me later in following weeks.				adidas	Boston 7	9.00	US/Canada		90.00								
2019-07-03	7:39 AM	Run	Easy	8.02	Mile	0:58:28													Easy run with los chicos at Rail to Trail. Legs felt dead as expected, and the slow pace didn't do much to remedy them. Still a good run!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-04	8:27 AM	Run	Easy	8.04	Mile	0:55:53													BEAUTIFUL easy run, felt much better than yesterday on a much sunnier and hillier route. This is the kind of bounce back I sorely needed. Went solo today on a 3rd street bypass loop. The bypass was a pace buster like usual, but my spirits are still high.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-04	5:07 PM	Run	Easy	3.18	Mile	0:22:20													Ez money double, even if the heat index is 98 lol. Still felt pretty good, heat hit me fo shizzle but can't stop this machine.				Nike	Pegasus 34	9.00	US/Canada	v3	80.00								
2019-07-05	7:38 AM	Run	Easy	9.01	Mile	1:04:54													Had a tempo slated for today and instead had a slow easy run. A little disappointing, but at the same time I'm not surprised after Tuesday. I'm still feeling good about myself and this week and I think it's important to stay happy and optimistic no matter how I feel. One missed workout won't make or break me, especially in July, mileage is still the most important thing right now.<br><br>For what it's worth, I felt much better today than I did yesterday and my heart rate showed that, however I did go a lot slower today than yesterday. Not sure why, just felt like the right thing to do. The double might have wore me out more than anticipated. The double I do tomorrow will be a lot slower for sure.				adidas	Boston 7	9.00	US/Canada		90.00								
2019-07-06	8:37 AM	Run	Easy	8.04	Mile	0:54:59													Decent run, pushed the pace to remind myself I'm not COMPLETE shit after this week. But of course, the dew point was 74 so I felt like I was running in a pool. I can't seem to catch a break can I?				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-07	8:40 AM	Run	Long	6.00	Mile	0:43:06													Woof				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-10	10:26 AM	Run	Easy	7.16	Mile	0:50:40													First run back from the fatigue, and I must say I feel much better! Legs and shins were a little tight and stiff but that's to be expected. Ran down lakeside pretty boring but oh well.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-11	8:26 AM	Run	Easy	8.08	Mile	0:56:15													Second run back, felt even better today! Legs tightened up a bit after six miles but I just figure I'm getting back into it. Went down lakeSHORE today and it was way nicer, tons of shade and pretty houses to look at.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-12	9:55 AM	Run	Easy	8.14	Mile	0:55:54													Another lakeshore run, there's definitely some pace fuckery going on here because there's no way I've been running a 7:12 first mile then all of a sudden going 6:30 pace. It feels like I'm going pretty fast the whole time, but whatever. Legs got a little tight again around mile 6 but honestly I have no idea how fast I'm actually going, but I do feel good so it can't hurt that bad.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-13	9:59 AM	Run	Easy	8.02	Mile	0:56:02													Looking back on this run, I was definitely a little sick. Went down Warren road and between almost shitting my pants several times and just feeling blegh, it wasn't all that great. <br><br>Took Sunday off to rest up.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-15	6:49 PM	Run	Easy	8.01	Mile	0:56:54													Ran today even though still a little sick, felt pretty rough honestly. Did a hillside 3rd street loop and just got harder and harder as I got closer to the finish. Feel alright now though, hopefully tomorrow treats me better.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-16	11:18 AM	Run	Easy	7.01	Mile	0:50:18													Very rough Sare out and back. Pace was slow, heartbeat was high, and had to stop around 6 miles just to catch my breath. 				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-17	11:05 AM	Run	Easy	7.02	Mile	0:48:22													Another rough run, this time in the hood. Pace was a lot faster but heartbeat was still very high. Feeling less sick though!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-18	9:54 AM	Run	Easy	7.29	Mile	0:51:49													Felt pretty good today! Went on the new rail to trail addition, it was actually very nice. Gravel shoulder and shade the whole way. Slower than yesterday, but heart rate was much better.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-07-19	9:31 AM	Run	Easy	7.67	Mile	0:57:12													Break time.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-01	4:42 PM	Run	Easy	4.12	Mile	0:29:16													First run back! Definitely out of shape!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-02	4:26 PM	Run	Easy	4.01	Mile	0:28:03													Nice easy run in the hood again, actually ran better than yesterday so woopie!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-03	5:19 PM	Run	Easy	4.01	Mile	0:28:35													A PURDUE run, of all places. Did a loop on the course and hey, turns out it didn't slow me down that much.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-04	11:27 PM	Run	Easy	4.11	Mile	0:31:08													I mean I guess this is what I get for running at 11:30, but damn I was slow. I was really sore and tired too just from a long day and I actually felt pretty good on this so I'm happy. Kind of a throw away week anyways.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-05	8:01 PM	Run	Easy	5.13	Mile	0:36:34													Slightly earlier run today, obviously went much faster and still felt really good. Legs are still pretty tight.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-06	4:59 PM	Run	Easy	5.01	Mile	0:34:56													Fast and hilly, just how I like 'em B)<br><br>But fo real this was kind of painful, held solid pace through on a short Sare out and back.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-07	5:21 PM	Run	Easy	5.05	Mile	0:36:40													Hot Boy Summer run, yeugh. Felt pretty rough on this run in the hood.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-08	3:08 PM	Run	Easy	5.01	Mile	0:36:12													Hot as BALLS even on rail trail, the shade cant protect me from the evils of the sun and its heat bringing powers. Legs felt alright, got faster every mile so that's neat I guess. Dropped from 7:30 to 6:55				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-09	9:06 AM	Run	Easy	5.04	Mile	0:35:38													Pretty painful rail trail run with grace, i haven't talked and ran this much in a long time. 35 hour recovery time lol. One day I'll be the man I once was.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-10	8:45 PM	Run	Easy	6.04	Mile	0:44:40													Hiking, basketball, and then running. It's been a long day.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-11	3:54 PM	Run	Long	8.03	Mile	0:54:22													3rd rail trail run this week, except this one was actually quick! Went 7:22, 7:02, 6:57, 6:53, 6:46, 6:40, 6:23, and 6:06. Definitely proud of this run after the type of first week back I had! Legs and lungs were feeling it for sure.<br><br>				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-12	8:23 PM	Run	Easy	6.21	Mile	0:45:12													Nice last run in the hood before Purdue. Felt surprisingly good after a tough run yesterday!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-13	10:04 PM	Run	Easy	6.07	Mile	0:43:27													Post move in run, definitely just a little bit tired.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-14	5:26 PM	Run	Easy	6.12	Mile	0:42:09													Felt great on a left river out and back! Closed in a 6:35 mile up the big hill.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-15	4:20 PM	Run	Easy	6.25	Mile	0:43:53													Felt surprisingly good on a Happy Hollow loop, tried to not take it as fast as yesterday but had a few quick miles in the middle.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-16	4:33 PM	Run	Easy	5.53	Mile	0:39:11													Felt good again today on a lagoon loop, tried to not take it too hard.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-17	5:59 PM	Run	Easy	6.16	Mile	0:42:30													Literally felt like jesus incarnate today, heart rate was dumby low and was going pretty quick on a bike trail out and back. 				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-18	10:05 PM	Run	Long	9.04	Mile	1:05:17													Long late night run, 2 campus loops. Went slow after a long day of standing and talking. Felt smooth though!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-19	4:06 PM	Run	Easy	6.01	Mile	0:43:59													Feeling exceptionally dead after a late night long run last night.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-20	5:17 PM	Run	Easy	5.97	Mile	0:40:56													Felt a lot better today, was going to go for an uptempo 7 miler but ran into some run club guys and kinda fucked up the route. Still solid pace.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-21	4:55 PM	Run	Easy	7.26	Mile	0:53:39													Slooooow run club day in the bog, pace was probably way off but felt easy.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-22	3:35 PM	Run	Easy	6.71	Mile	0:46:32													Surprisingly good run considering I did two course loops and didn't feel that great. Cut it a little short because stomach and back were cramping really bad.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-23	4:13 PM	Run	Easy	6.95	Mile	0:49:49													Nice, easy Walmart loop. 				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-24	3:31 PM	Run	Easy	7.05	Mile	0:49:17													Tried to do a left river run but the bridge was closed so just did a right river out and back. Legs felt really good today!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-25	4:11 PM	Run	Long	10.07	Mile	1:09:35													Smooth, yet a little difficult, 231-Walmart loop. Felt pretty good until the end with a bad cramp and legs were pretty worn out. Definitely got better from this run though, I'm glad I'm getting back into shape without much problem!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-26	4:39 PM	Run	Easy	6.05	Mile	0:44:24													Long run yesterday busted my ass harder than I thought it would, but I didn't feel that bad today. Slow first mile but the rest were decent.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-27	6:59 PM	Run	Easy	7.10	Mile	0:51:27													Felt just as rough as yesterday, went a little bit faster though. Just been a late day. Went on left river for awhile, it was a beautiful day out!<br>				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-28	2:58 PM	Run	Easy	7.06	Mile	0:47:21													Could have done a workout, but I wanted to go for a quick run just to build up a bit more endurance. Felt REALLY smooth today, finished with a 6:10 mile. Also ran with John for a few miles, I'm basically D1. 				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-29	4:32 PM	Run	Easy	5.93	Mile	0:43:09													Chill run with Michael until I ran into the run club and they were going slow as fuck, I regret going with them but whatever. Only ran two slow miles from that.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-30	3:54 PM	Run	Easy	7.01	Mile	0:49:01													Really solid Happy Hollow route, ran a 6:30 last mile and that was including the Chauncey hill. Definitely feeling pretty good!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-08-31	3:31 PM	Run	Easy	7.05	Mile	0:49:39													Really nice run on the XC course and a IM fields loop. Feeling pretty good, excited for a workout next week.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-01	3:03 PM	Run	Long	10.31	Mile	1:12:21													Smooth Cumberland loop, legs pretty tight but wasn't tired. Went a little bit slower than last week but that's alright, hopefully an easier run today means I can workout Tuesday without being too tired. Good week!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-02	4:28 PM	Run	Easy	6.06	Mile	0:44:05													5 IM field loops, felt a little tired but not too bad.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-03	3:18 PM	Run	Easy	1.55	Mile	0:11:02													Warmup<br>				adidas	Boston 7	9.00	US/Canada		90.00								
2019-09-03	3:36 PM	Run	Tempo	2.06	Mile	0:12:01													12' tempo on the XC course<br><br>5:45/5:52/0:22<br>				adidas	Boston 7	9.00	US/Canada		90.00								
2019-09-03	3:52 PM	Run	Easy	2.47	Mile	0:18:02													Cooldown after the workout.<br><br>Felt like absolute shit today. It was fucking hot, windy, humid, and hilly, and I was feeling a little sick this morning. Probably the worst time to choose to do my first workout in 6-8 weeks, but at least I did something. 				adidas	Boston 7	9.00	US/Canada		90.00								
2019-09-04	4:38 PM	Run	Easy	7.04	Mile	0:49:28													Went left river today, felt pretty good and slightly steamboaty after the workout yesterday. Solid run!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-05	4:56 PM	Run	Easy	7.08	Mile	0:49:31													Nice run with the run club on a Walmart loop, felt a little tired towards the end from all the talking/second day of faster pace. 				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-06	4:32 PM	Run	Easy	7.01	Mile	0:50:50													Felt pretty rough on a happy hollow loop. Legs are definitely tight and sore.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-07	3:44 PM	Run	Easy	7.07	Mile	0:49:34													Ran some course loops today and felt surprisingly good! Haven't slept a whole lot lately so this is rather impressive.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-08	1:23 PM	Run	Long	8.06	Mile	0:57:19													Two miles short of what I wanted, but I was feeling pretty tired and had a lot of stuff to do after the run so the extra time was nice. 				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-09	2:23 PM	Run	Easy	6.08	Mile	0:42:13													Entering this run months after.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-10	10:33 AM	Run	Easy	3.56	Mile	0:26:10													Entering this run months after as well but I remember running early as fuck to meet a certain someone later in the day				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-09-19	2:19 PM	Run	Easy	3.10	Mile	0:21:53													After shit hit the fan				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-10-10	3:19 PM	Run	Easy	4.12	Mile	0:29:54													Trying to lift and run				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-10-15	3:36 PM	Run	Easy	4.01	Mile	0:28:33																	Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-10-17	2:37 PM	Run	Easy	5.04	Mile	0:35:13													Still trying lol				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-10-24	2:26 PM	Run	Easy	5.05	Mile	0:35:55													Old man trying to act like he can do it still				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-11-14	3:15 PM	Run	Easy	3.17	Mile	0:22:59													First run in quite awhile, kind of need the stress relief and time outside/alone/away from everything. Felt pretty good though, even with the cold!<br><br>Did some pushups and planks afterwards.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-11-15	2:56 PM	Run	Easy	3.42	Mile	0:25:13													Second run of the comeback, definitely felt a little worse today but weather was nicer so cool.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-11-17	4:02 PM	Run	Easy	3.51	Mile	0:26:02													Kinda forget where I ran today but felt a little slow.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-11-18	2:52 PM	Run	Easy	3.13	Mile	0:22:11													Bit of a steamboat run before the lady came over				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-11-24	2:54 PM	Run	Easy	3.39	Mile	0:24:20													Was going a lot faster but ran into some run club guys and they were going slower, probably for the best. Felt solid though except for my stomach				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-11-25	2:58 PM	Run	Easy	4.16	Mile	0:29:15													Definitely went a little hard today but I don't feel too bad afterwards, and enjoyed feeling some grit				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-11-28	3:25 PM	Run	Easy	3.28	Mile	0:23:10													Another run in the hood, not super exciting but felt good to get out there.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-01	3:32 PM	Run	Easy	4.14	Mile	0:28:34													Went waaaay too hard on a campus loop, but it felt a little good not gonna lie. I really want to back into running				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-02	3:06 PM	Run	Easy	4.13	Mile	0:29:42													Nice and relaxed day compared to yesterday, only a slight twinge in my left knee but nothing to worry about if I foam roll I hope.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-04	4:40 PM	Run	Easy	4.11	Mile	0:29:38													Despite the nicer day than usual with some casual IM field loops, my body was NOT feeling this. Took a hard nap a few hours after because I was dead. 				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-05	3:20 PM	Run	Easy	4.02	Mile	0:28:54													Felt waaaay nicer today than yesterday on a little Cherry loop, still nap crashed after this.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-07	2:08 PM	Run	Easy	4.04	Mile	0:28:08													Felt great on a sunny West Lafayette day, dropped a spicy 6:37 last mile! Legs and breathing felt great.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-08	4:21 PM	Run	Long	5.13	Mile	0:37:09													LONG RUN BABY! Not really, but this is definitely my longest run in a hot minute. Took it fairly easy I thought but my heart rate was pretty high, 171 bpm average, not bad but I was hoping to not be super tired after this. Legs feel great though!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-19	4:59 PM	Run	Easy	3.11	Mile	0:22:06													Went a little hard in the hood after a long break but felt good.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-21	4:25 PM	Run	Easy	4.17	Mile	0:31:19													A necessary slow run up Gourley with some of le bois.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-22	5:07 PM	Run	Easy	4.12	Mile	0:29:03													Faaaast run in the hood, dropped a steamy 6:33 mile at the end after a 7:28 first mile. Woop.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-24	4:58 PM	Run	Easy	4.02	Mile	0:28:40													Tough run in the hood. Great weather but legs and breathing just weren't there today, still pushed through for a solid run.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-25	4:48 PM	Run	Easy	3.07	Mile	0:22:23													Not exactly my best Christmas run in the hood, felt rough enough to stop a mile short.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-26	4:11 PM	Run	Easy	4.01	Mile	0:29:34													Figured I should just go out and run even if it wasn't fast, felt alright and didn't run terribly slow. Nice day outside!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-29	2:13 PM	Run	Easy	4.01	Mile	0:28:51													Excellent, cloudy and warm run in the hood. Easily the best I've felt all week!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-30	4:23 PM	Run	Easy	4.10	Mile	0:28:24													Cold and breezy run in the hood, my sub 7 average pace was thanks only to a speedy 6:22 4th mile. Legs felt good, breathing was still heavy. Definitely an improvement over my runs last week though!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2019-12-31	4:04 PM	Run	Easy	3.02	Mile	0:22:20													Nice and simple hood run, didn't want to wear myself out before new years.				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2020-01-02	4:23 PM	Run	Easy	4.01	Mile	0:28:39													I forget this run, but it seemed pretty chill				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2020-01-08	4:32 PM	Run	Easy	3.30	Mile	0:23:55													Nice hood run, felt pretty good!				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2020-01-21	4:13 PM	Run	Easy	3.20	Mile	0:23:10													First one in a minute, tired as fuuuuuuuuuuck afterwards. Maybe went a little quick but felt pretty good!				adidas	Boston 7	9.00	US/Canada		90.00								
2020-02-01	4:59 PM	Run	Easy	3.22	Mile	0:23:55													First run in almost 2 weeks, definitely pretty tired but it wasn't too cold outside. Let's keep it going				Nike	Air Zoom Pegasus 35	9.00	US/Canada	v1	99.99								
2020-02-03	4:36 PM	Run	Easy	3.25	Mile	0:23:44													57 degrees out, a little sun, this is nuts. Felt pretty slow but not too bad!				adidas	Boston 7	9.00	US/Canada		90.00								
2020-02-05	4:45 PM	Run	Easy	4.00	Mile	0:28:31													Incredible run given my lack of training and the snow outside! Felt like pushing it to today because I felt good, so here we are.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-02-07	4:58 PM	Run	Easy	4.05	Mile	0:29:37													Pretty decent run before Friday festivities, definitely a little worn out.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-02-10	4:21 PM	Run	Easy	4.28	Mile	0:31:00													Some solid IM field loops, body feels great!				adidas	Boston 7	9.00	US/Canada		90.00								
2020-02-11	4:00 PM	Run	Easy	4.05	Mile	0:29:20													Forget this run but it looks good on paper				adidas	Boston 7	9.00	US/Canada		90.00								
2020-02-19	5:06 PM	Run	Easy	4.10	Mile	0:29:58													Nice little campus loop, sore from basketball yesterday.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-02-20	4:34 PM	Run	Easy	4.02	Mile	0:29:09													Sweet little cherry lane loop, felt pretty good today! The wind sucked but the occasional sun was incredible.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-02-22	3:33 PM	Run	Easy	5.17	Mile	0:36:11													Quick ass busting before formal, splits were 7:27/7:18/7:12/7:02/6:01. Nothing to be proud of a year ago, but last mile felt good!				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-01	2:07 PM	Run	Easy	3.14	Mile	0:22:46													Nice little pvil and trail loop, was gonna go for 4 but wasn't happening after a week of not running and the weekend shenanigans.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-02	3:57 PM	Run	Easy	5.01	Mile	0:34:09													Wanted to go hard today, so I did. Went 7:21/7:11/6:49/6:33/6:06 on a lagoon loop. Felt surprisingly good on the last two miles, really didn't feel like a lot of effort despite my measured average heart rate, 175 bpm. Awesome run!				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-05	3:03 PM	Run	Easy	5.21	Mile	0:37:25													Warm, wet, and windy run with a loop on the xc course. Held a surprisingly good pace, also still surprisingly sore from Monday. Great run though!				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-07	3:01 PM	Run	Easy	4.06	Mile	0:29:40													A little buzzed post-darty run, felt pretty rough but it was a beautiful day! Went down by the power plant, on the trail, and back up Harrison hill.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-11	4:32 PM	Run	Easy	5.03	Mile	0:36:19													Didn't feel great, didn't feel terrible on a little lagoon loop. Just happy I can run 5 miles				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-23	5:27 PM	Run	Easy	4.13	Mile	0:30:26													First run in almost two weeks apparently, I guess that explains why I felt a little tired. Beautiful day in the hood though!				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-24	3:44 PM	Run	Easy	4.01	Mile	0:29:48													Cloudy hood run, definitely a little tired from yesterday but a little more loose. 				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-25	4:38 PM	Run	Easy	4.17	Mile	0:30:15													Don't let the pace fool you, this run was hard as fuck. Wonderful day outside but it might be time for a day off already.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-27	4:39 PM	Run	Easy	4.06	Mile	0:30:25													This run fucked me up, 75 and a little humid on top of sucky sleep. Ah well, 16 miles in a week B)				adidas	Boston 7	9.00	US/Canada		90.00								
2020-03-30	5:36 PM	Run	Easy	4.17	Mile	0:29:42													Hints of steamboating at the end of a hood run, 7:32/7:19/7:14/6:34, felt pretty good on the last mile even though the other three didn't feel good.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-04-01	6:27 PM	Run	Easy	4.10	Mile	0:30:07													This run actually wasn't too bad, heartrate was a little high for the pace but finished strong with a 7:02 and felt alright.																	
2020-04-02	5:06 PM	Run	Easy	4.10	Mile	0:31:24													I manned up and accepted the fact that I'm slow, but I felt pretty good.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-04-04	6:17 PM	Run	Easy	4.04	Mile	0:30:23													Little bit quicker today, felt pretty good.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-04-05	6:13 PM	Run	Long	5.21	Mile	0:39:04													First "long" run and was able to pick it up towards the end while still feeling alright! Overall this week was not what I wanted, I'm definitely out of shape more than I thought I was and it sucks. I think the main problem however is just my body is not used to running, pace doesn't seem to change how I feel that much because I'm hurting no matter what. Next week I'll just try and hold 21 miles and keep it calm and easy, with a few strides here and there. I'll see how that goes and evaluate my plan for the week after. I'll get big and strong in no time, just gotta put in the time and effort.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-04-06	6:56 PM	Run	Easy	4.01	Mile	0:30:12													Wasn't going to try to run today, but it was too nice out to not try. Actually felt pretty good given I've ran the past two days and did 5 yesterday, I'll see if I can run tomorrow too.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-04-07	5:37 PM	Run	Easy	4.01	Mile	0:29:59													I think I handled the heat of an 80 degree day pretty well, finished with some 4x30 second strides and felt nice and smooth all over.				adidas	Boston 7	9.00	US/Canada		90.00								
2020-04-09	6:09 PM	Run	Easy	4.08	Mile	0:31:09													Sloooow day, but this is the best I've felt right after a run in the last few weeks! It may be boring, but going slow is how I get back into the game.				adidas	Boston 7	9.00	US/Canada		90.00								
